State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield
Odisha,BARGARH,1997,Winter,Sugarcane,1149.0,75440.0,65.65709312445605
Odisha,BARGARH,1997,Winter,Urad,8.0,2.0,0.25
Odisha,BARGARH,1998,Autumn,Groundnut,16634.0,15187.0,0.9130094986172899
Odisha,BARGARH,1998,Autumn,Maize,27.0,18.0,0.6666666666666666
Odisha,BARGARH,1998,Autumn,Moong(Green Gram),12532.0,3421.0,0.27298116820938395
Odisha,BARGARH,1998,Autumn,Ragi,16.0,5.0,0.3125
Odisha,BARGARH,1998,Autumn,Rice,56661.0,43562.0,0.7688180582764159
Odisha,BARGARH,1998,Autumn,Sesamum,825.0,172.0,0.2084848484848485
Odisha,BARGARH,1998,Autumn,Urad,6076.0,1659.0,0.2730414746543779
Odisha,BARGARH,1998,Summer,Groundnut,4074.0,5463.0,1.340942562592047
Odisha,BARGARH,1998,Summer,Moong(Green Gram),1264.0,386.0,0.30537974683544306
Odisha,BARGARH,1998,Summer,Rice,59120.0,141439.0,2.3924052774018945
Odisha,BARGARH,1998,Summer,Sesamum,230.0,62.0,0.26956521739130435
Odisha,BARGARH,1998,Summer,Urad,6.0,1.0,0.16666666666666666
Odisha,BARGARH,1998,Summer,Wheat,78.0,100.0,1.2820512820512822
Odisha,BARGARH,1998,Winter,Groundnut,5.0,3.0,0.6
Odisha,BARGARH,1998,Winter,Horse-gram,1119.0,328.0,0.2931188561215371
Odisha,BARGARH,1998,Winter,Maize,1.0,1.0,1.0
Odisha,BARGARH,1998,Winter,Moong(Green Gram),106.0,19.0,0.1792452830188679
Odisha,BARGARH,1998,Winter,Potato,224.0,2142.0,9.5625
Odisha,BARGARH,1998,Winter,Ragi,7.0,4.0,0.5714285714285714
Odisha,BARGARH,1998,Winter,Rapeseed &Mustard,248.0,41.0,0.16532258064516128
Odisha,BARGARH,1998,Winter,Rice,183916.0,301329.0,1.6384055764588181
Odisha,BARGARH,1998,Winter,Sesamum,953.0,118.0,0.12381951731374606
Odisha,BARGARH,1998,Winter,Sugarcane,1340.0,90540.0,67.56716417910448
Odisha,BARGARH,1998,Winter,Urad,47.0,15.0,0.3191489361702128
Odisha,BARGARH,1999,Autumn,Rice,57000.0,63000.0,1.105263157894737
Odisha,BARGARH,1999,Kharif,Arhar/Tur,2090.0,1410.0,0.6746411483253588
Odisha,BARGARH,1999,Kharif,Castor seed,400.0,180.0,0.45
Odisha,BARGARH,1999,Kharif,Dry chillies,3100.0,3380.0,1.0903225806451613
Odisha,BARGARH,1999,Kharif,Dry ginger,540.0,1060.0,1.962962962962963
Odisha,BARGARH,1999,Kharif,Groundnut,24770.0,29060.0,1.173193379087606
Odisha,BARGARH,1999,Kharif,Jowar,150.0,80.0,0.5333333333333333
Odisha,BARGARH,1999,Kharif,Maize,800.0,1330.0,1.6625
Odisha,BARGARH,1999,Kharif,Mesta,1890.0,5880.0,3.111111111111111
Odisha,BARGARH,1999,Kharif,Moong(Green Gram),23290.0,13420.0,0.5762129669386002
Odisha,BARGARH,1999,Kharif,Ragi,160.0,90.0,0.5625
Odisha,BARGARH,1999,Kharif,Sesamum,3200.0,1860.0,0.58125
Odisha,BARGARH,1999,Kharif,Sunflower,20.0,10.0,0.5
Odisha,BARGARH,1999,Kharif,Sweet potato,1790.0,15860.0,8.860335195530727
Odisha,BARGARH,1999,Kharif,Turmeric,350.0,520.0,1.4857142857142858
Odisha,BARGARH,1999,Kharif,Urad,12730.0,6260.0,0.4917517674783975
Odisha,BARGARH,1999,Rabi,Coriander,860.0,390.0,0.45348837209302323
Odisha,BARGARH,1999,Rabi,Dry chillies,2240.0,2680.0,1.1964285714285714
Odisha,BARGARH,1999,Rabi,Garlic,560.0,1780.0,3.1785714285714284
Odisha,BARGARH,1999,Rabi,Gram,230.0,120.0,0.5217391304347826
Odisha,BARGARH,1999,Rabi,Groundnut,4800.0,6160.0,1.2833333333333334
Odisha,BARGARH,1999,Rabi,Maize,270.0,470.0,1.7407407407407407
Odisha,BARGARH,1999,Rabi,Moong(Green Gram),6230.0,3910.0,0.6276083467094703
Odisha,BARGARH,1999,Rabi,Rapeseed &Mustard,3210.0,1610.0,0.5015576323987538
Odisha,BARGARH,1999,Rabi,Sesamum,1340.0,660.0,0.4925373134328358
Odisha,BARGARH,1999,Rabi,Sunflower,210.0,110.0,0.5238095238095238
Odisha,BARGARH,1999,Rabi,Urad,1310.0,600.0,0.4580152671755725
Odisha,BARGARH,1999,Rabi,Wheat,630.0,1220.0,1.9365079365079365
Odisha,BARGARH,1999,Summer,Rice,63890.0,205060.0,3.2095789638441072
Odisha,BARGARH,1999,Whole Year,Onion,1930.0,8620.0,4.466321243523316
Odisha,BARGARH,1999,Whole Year,Potato,300.0,3100.0,10.333333333333334
Odisha,BARGARH,1999,Whole Year,Sannhamp,420.0,1120.0,2.6666666666666665
Odisha,BARGARH,1999,Winter,Rice,182000.0,381000.0,2.0934065934065935
Odisha,BARGARH,1999,Winter,Sugarcane,860.0,60800.0,70.69767441860465
Odisha,BARGARH,2000,Autumn,Rice,63530.0,12340.0,0.19423894223201638
Odisha,BARGARH,2000,Kharif,Arhar/Tur,2310.0,1670.0,0.7229437229437229
Odisha,BARGARH,2000,Kharif,Dry ginger,340.0,700.0,2.0588235294117645
Odisha,BARGARH,2000,Kharif,Groundnut,17022.0,12179.7,0.7155269651039832
Odisha,BARGARH,2000,Kharif,Horse-gram,832.0,111.5,0.13401442307692307
Odisha,BARGARH,2000,Kharif,Jowar,90.0,70.0,0.7777777777777778
Odisha,BARGARH,2000,Kharif,Maize,31.0,40.3,1.2999999999999998
Odisha,BARGARH,2000,Kharif,Mesta,670.0,2180.0,3.253731343283582
Odisha,BARGARH,2000,Kharif,Moong(Green Gram),14815.0,3894.4,0.26286871414107327
Odisha,BARGARH,2000,Kharif,Ragi,26.0,3.2,0.12307692307692308
Odisha,BARGARH,2000,Kharif,Sesamum,2730.0,408.0,0.14945054945054945
Odisha,BARGARH,2000,Kharif,Sunflower,50.0,20.0,0.4
Odisha,BARGARH,2000,Kharif,Urad,6295.0,1505.9,0.2392216044479746
Odisha,BARGARH,2000,Rabi,Gram,90.0,40.0,0.4444444444444444
Odisha,BARGARH,2000,Rabi,Other  Rabi pulses,105.0,74.0,0.7047619047619048
Odisha,BARGARH,2000,Rabi,Rapeseed &Mustard,205.0,62.7,0.30585365853658536
Odisha,BARGARH,2000,Rabi,Sunflower,70.0,30.0,0.42857142857142855
Odisha,BARGARH,2000,Rabi,Wheat,291.0,408.8,1.404810996563574
Odisha,BARGARH,2000,Summer,Rice,53570.0,153550.0,2.866343102482733
Odisha,BARGARH,2000,Whole Year,Coriander,300.0,150.0,0.5
Odisha,BARGARH,2000,Whole Year,Dry chillies,4880.0,4160.0,0.8524590163934426
Odisha,BARGARH,2000,Whole Year,Garlic,110.0,350.0,3.1818181818181817
Odisha,BARGARH,2000,Whole Year,Onion,210.0,850.0,4.0476190476190474
Odisha,BARGARH,2000,Whole Year,Potato,296.0,2523.4,8.525
Odisha,BARGARH,2000,Whole Year,Sannhamp,120.0,420.0,3.5
Odisha,BARGARH,2000,Whole Year,Sugarcane,1035.0,68952.7,66.62096618357488
Odisha,BARGARH,2000,Whole Year,Sweet potato,2020.0,15950.0,7.896039603960396
Odisha,BARGARH,2000,Whole Year,Turmeric,370.0,850.0,2.2972972972972974
Odisha,BARGARH,2000,Winter,Rice,176720.0,190040.0,1.0753734721593482
Odisha,BARGARH,2001,Kharif,Arhar/Tur,2420.0,2300.0,0.9504132231404959
Odisha,BARGARH,2001,Kharif,Dry ginger,410.0,840.0,2.048780487804878
Odisha,BARGARH,2001,Kharif,Groundnut,15865.0,13216.5,0.8330601953986764
Odisha,BARGARH,2001,Kharif,Horse-gram,1198.0,370.2,0.3090150250417362
Odisha,BARGARH,2001,Kharif,Jowar,120.0,70.0,0.5833333333333334
Odisha,BARGARH,2001,Kharif,Maize,33.0,29.7,0.9
Odisha,BARGARH,2001,Kharif,Moong(Green Gram),11061.0,2274.1,0.20559623903806165
Odisha,BARGARH,2001,Kharif,Ragi,4.0,2.0,0.5
Odisha,BARGARH,2001,Kharif,Rice,306000.0,606000.0,1.9803921568627452
Odisha,BARGARH,2001,Kharif,Sesamum,1240.0,212.5,0.17137096774193547
Odisha,BARGARH,2001,Kharif,Urad,7021.0,1502.6,0.2140150975644495
Odisha,BARGARH,2001,Rabi,Castor seed,50.0,20.0,0.4
Odisha,BARGARH,2001,Rabi,Gram,360.0,170.0,0.4722222222222222
Odisha,BARGARH,2001,Rabi,Niger seed,20.0,10.0,0.5
Odisha,BARGARH,2001,Rabi,Other  Rabi pulses,1820.0,1940.0,1.065934065934066
Odisha,BARGARH,2001,Rabi,Rapeseed &Mustard,338.0,84.8,0.250887573964497
Odisha,BARGARH,2001,Rabi,Safflower,50.0,20.0,0.4
Odisha,BARGARH,2001,Rabi,Sunflower,490.0,480.0,0.9795918367346939
Odisha,BARGARH,2001,Rabi,Wheat,291.0,384.1,1.3199312714776632
Odisha,BARGARH,2001,Whole Year,Coriander,340.0,170.0,0.5
Odisha,BARGARH,2001,Whole Year,Dry chillies,5120.0,4300.0,0.83984375
Odisha,BARGARH,2001,Whole Year,Garlic,140.0,440.0,3.142857142857143
Odisha,BARGARH,2001,Whole Year,Onion,410.0,3410.0,8.317073170731707
Odisha,BARGARH,2001,Whole Year,Potato,364.0,3678.2,10.104945054945054
Odisha,BARGARH,2001,Whole Year,Sugarcane,1169.0,82841.2,70.8650128314799
Odisha,BARGARH,2001,Whole Year,Sweet potato,2060.0,16850.0,8.179611650485437
Odisha,BARGARH,2001,Whole Year,Turmeric,450.0,1020.0,2.2666666666666666
Odisha,BARGARH,2002,Kharif,Arhar/Tur,2200.0,1610.0,0.7318181818181818
Odisha,BARGARH,2002,Kharif,Dry ginger,620.0,1260.0,2.032258064516129
Odisha,BARGARH,2002,Kharif,Groundnut,13900.0,11206.6,0.8062302158273381
Odisha,BARGARH,2002,Kharif,Horse-gram,1218.0,227.8,0.18702791461412152
Odisha,BARGARH,2002,Kharif,Jowar,170.0,90.0,0.5294117647058824
Odisha,BARGARH,2002,Kharif,Maize,54.0,68.7,1.2722222222222224
Odisha,BARGARH,2002,Kharif,Moong(Green Gram),12086.0,3075.7,0.25448452755254014
Odisha,BARGARH,2002,Kharif,Ragi,3.0,1.4,0.4666666666666666
Odisha,BARGARH,2002,Kharif,Rice,306000.0,393000.0,1.2843137254901962
Odisha,BARGARH,2002,Kharif,Sesamum,1749.0,351.0,0.2006861063464837
Odisha,BARGARH,2002,Kharif,Urad,5890.0,1543.0,0.2619694397283531
Odisha,BARGARH,2002,Rabi,Castor seed,20.0,10.0,0.5
Odisha,BARGARH,2002,Rabi,Gram,170.0,80.0,0.47058823529411764
